model,geometry_index,band,threshold,n_nodes,mae,rmse,bias
MATCH_250K_HIRES,676,log_life_lt_5,5.0,98,0.026110388338565826,0.055638451129198074,-0.00025857103173621
MATCH_250K_HIRES,676,log_life_lt_6,6.0,249,0.01880934089422226,0.044814545661211014,-0.003092447528615594
MATCH_250K_HIRES,1261,all,all,679,0.022749053314328194,0.06824466586112976,-0.008301718160510063
MATCH_250K_HIRES,1261,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1261,log_life_lt_3,3.0,5,0.2313968688249588,0.2715645730495453,-0.22422456741333008
MATCH_250K_HIRES,1261,log_life_lt_4,4.0,17,0.18185223639011383,0.24164268374443054,-0.06536933779716492
MATCH_250K_HIRES,1261,log_life_lt_5,5.0,128,0.04374336823821068,0.0992649719119072,-0.012692268937826157
MATCH_250K_HIRES,1261,log_life_lt_6,6.0,271,0.0271917637437582,0.07005853950977325,-0.008669578470289707
MATCH_250K_HIRES,4917,all,all,679,0.01998915895819664,0.053117088973522186,-0.008079261519014835
MATCH_250K_HIRES,4917,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4917,log_life_lt_3,3.0,3,0.10023991018533707,0.11081904172897339,-0.019854864105582237
MATCH_250K_HIRES,4917,log_life_lt_4,4.0,7,0.11861562728881836,0.12869231402873993,-0.013053621165454388
MATCH_250K_HIRES,4917,log_life_lt_5,5.0,70,0.029129695147275925,0.048983026295900345,-0.015983356162905693
MATCH_250K_HIRES,4917,log_life_lt_6,6.0,255,0.026530243456363678,0.06404420733451843,-0.012549350038170815
MATCH_250K_HIRES,12,all,all,679,0.021081190556287766,0.05101943016052246,-0.008505675010383129
MATCH_250K_HIRES,12,log_life_lt_2,2.0,3,0.22555918991565704,0.23572330176830292,0.1306292563676834
MATCH_250K_HIRES,12,log_life_lt_3,3.0,10,0.15374726057052612,0.17585636675357819,0.025793135166168213
MATCH_250K_HIRES,12,log_life_lt_4,4.0,34,0.07223217934370041,0.11711502075195312,-0.016431216150522232
MATCH_250K_HIRES,12,log_life_lt_5,5.0,153,0.034030087292194366,0.07533558458089828,-0.012991195544600487
MATCH_250K_HIRES,12,log_life_lt_6,6.0,288,0.029646694660186768,0.07083149254322052,-0.006434909533709288
MATCH_250K_HIRES,1833,all,all,679,0.018864016979932785,0.041842445731163025,0.0031017379369586706
MATCH_250K_HIRES,1833,log_life_lt_2,2.0,1,0.2419496774673462,0.2419496774673462,0.2419496774673462
MATCH_250K_HIRES,1833,log_life_lt_3,3.0,3,0.2609926462173462,0.26564162969589233,0.2609926462173462
MATCH_250K_HIRES,1833,log_life_lt_4,4.0,5,0.2258649617433548,0.234868586063385,0.2258649617433548
MATCH_250K_HIRES,1833,log_life_lt_5,5.0,31,0.08912736922502518,0.12185906618833542,0.06109035760164261
MATCH_250K_HIRES,1833,log_life_lt_6,6.0,214,0.02872219868004322,0.05970441550016403,0.007109933532774448
MATCH_250K_HIRES,3248,all,all,679,0.019747929647564888,0.05596248432993889,-0.006552235689014196
MATCH_250K_HIRES,3248,log_life_lt_2,2.0,1,0.34281086921691895,0.34281086921691895,0.34281086921691895
MATCH_250K_HIRES,3248,log_life_lt_3,3.0,4,0.21446681022644043,0.2289832979440689,0.06770694255828857
MATCH_250K_HIRES,3248,log_life_lt_4,4.0,12,0.12819904088974,0.1520121842622757,0.003913938999176025
MATCH_250K_HIRES,3248,log_life_lt_5,5.0,102,0.0326446108520031,0.06660458445549011,-0.008596002124249935
MATCH_250K_HIRES,3248,log_life_lt_6,6.0,253,0.02678806707262993,0.06866317987442017,-0.009587083011865616
MATCH_250K_HIRES,1491,all,all,679,0.026472048833966255,0.07687121629714966,0.0006647123955190182
MATCH_250K_HIRES,1491,log_life_lt_2,2.0,2,0.6484390497207642,0.6549445986747742,0.6484390497207642
MATCH_250K_HIRES,1491,log_life_lt_3,3.0,7,0.37505200505256653,0.4865855276584625,0.331322580575943
MATCH_250K_HIRES,1491,log_life_lt_4,4.0,18,0.2522115409374237,0.3447507917881012,0.19557324051856995
MATCH_250K_HIRES,1491,log_life_lt_5,5.0,106,0.06493972986936569,0.15006855130195618,0.022408224642276764
MATCH_250K_HIRES,1491,log_life_lt_6,6.0,254,0.04043428972363472,0.10617460310459137,0.0050245909951627254
MATCH_250K_HIRES,2727,all,all,679,0.019124340265989304,0.04932568222284317,-0.006487218663096428
MATCH_250K_HIRES,2727,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2727,log_life_lt_3,3.0,3,0.1818348616361618,0.18758895993232727,-0.1818348616361618
MATCH_250K_HIRES,2727,log_life_lt_4,4.0,11,0.14180465042591095,0.17290310561656952,-0.031288061290979385
MATCH_250K_HIRES,2727,log_life_lt_5,5.0,78,0.04725697264075279,0.09390947222709656,-0.0057445396669209
MATCH_250K_HIRES,2727,log_life_lt_6,6.0,260,0.026792306452989578,0.059184812009334564,-0.010121109895408154
MATCH_250K_HIRES,3686,all,all,679,0.01830560341477394,0.04529762640595436,0.0005688755190931261
MATCH_250K_HIRES,3686,log_life_lt_2,2.0,2,0.19022881984710693,0.19428463280200958,0.19022881984710693
MATCH_250K_HIRES,3686,log_life_lt_3,3.0,4,0.19504785537719727,0.23421743512153625,0.19504785537719727
MATCH_250K_HIRES,3686,log_life_lt_4,4.0,7,0.15745899081230164,0.19377006590366364,0.14798355102539062
MATCH_250K_HIRES,3686,log_life_lt_5,5.0,65,0.053336404263973236,0.09661081433296204,0.0032424230594187975
MATCH_250K_HIRES,3686,log_life_lt_6,6.0,240,0.027868032455444336,0.06294906139373779,-0.00011222263128729537
MATCH_250K_HIRES,1424,all,all,679,0.0202306117862463,0.04436920955777168,-0.006979504134505987
MATCH_250K_HIRES,1424,log_life_lt_2,2.0,3,0.3458186089992523,0.35493406653404236,0.3458186089992523
MATCH_250K_HIRES,1424,log_life_lt_3,3.0,5,0.3404548168182373,0.34766721725463867,0.3404548168182373
MATCH_250K_HIRES,1424,log_life_lt_4,4.0,11,0.1921130120754242,0.2408772110939026,0.14885403215885162
MATCH_250K_HIRES,1424,log_life_lt_5,5.0,135,0.03231833875179291,0.07219358533620834,-0.0007891407585702837
MATCH_250K_HIRES,1424,log_life_lt_6,6.0,288,0.02634187415242195,0.06047050654888153,-0.0034390257205814123
MATCH_250K_HIRES,4605,all,all,679,0.020229294896125793,0.04688379913568497,-0.004944883286952972
MATCH_250K_HIRES,4605,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4605,log_life_lt_3,3.0,3,0.01928003691136837,0.021202562376856804,0.0005807082052342594
MATCH_250K_HIRES,4605,log_life_lt_4,4.0,9,0.1194838136434555,0.19582055509090424,0.08847218006849289
MATCH_250K_HIRES,4605,log_life_lt_5,5.0,57,0.05968097597360611,0.11033868044614792,0.025284377858042717
MATCH_250K_HIRES,4605,log_life_lt_6,6.0,226,0.027251973748207092,0.06562624871730804,0.0006696702912449837
MATCH_250K_HIRES,4595,all,all,679,0.020763136446475983,0.059829432517290115,-0.0015243064844980836
MATCH_250K_HIRES,4595,log_life_lt_2,2.0,2,0.4558767080307007,0.4752159118652344,0.4558767080307007
MATCH_250K_HIRES,4595,log_life_lt_3,3.0,5,0.34979701042175293,0.3908621072769165,0.34979701042175293
MATCH_250K_HIRES,4595,log_life_lt_4,4.0,10,0.25840845704078674,0.3016413450241089,0.22316236793994904
MATCH_250K_HIRES,4595,log_life_lt_5,5.0,89,0.04924545809626579,0.111103355884552,0.023336946964263916
MATCH_250K_HIRES,4595,log_life_lt_6,6.0,252,0.03025304339826107,0.08177729696035385,0.004452497232705355
MATCH_250K_HIRES,731,all,all,679,0.022427614778280258,0.05843844264745712,0.003397442167624831
MATCH_250K_HIRES,731,log_life_lt_2,2.0,3,0.08269882202148438,0.08561231940984726,-0.04364045336842537
MATCH_250K_HIRES,731,log_life_lt_3,3.0,8,0.13183316588401794,0.16859810054302216,0.007896095514297485
MATCH_250K_HIRES,731,log_life_lt_4,4.0,18,0.11176826059818268,0.1456328183412552,0.02890053018927574
MATCH_250K_HIRES,731,log_life_lt_5,5.0,123,0.035270847380161285,0.07430171221494675,-0.0014165514148771763
MATCH_250K_HIRES,731,log_life_lt_6,6.0,258,0.027717897668480873,0.06266476213932037,0.0010799880838021636
MATCH_250K_HIRES,1231,all,all,679,0.02080593816936016,0.06355652958154678,-0.0024287840351462364
MATCH_250K_HIRES,1231,log_life_lt_2,2.0,1,0.5863606929779053,0.5863606929779053,-0.5863606929779053
MATCH_250K_HIRES,1231,log_life_lt_3,3.0,4,0.40682488679885864,0.46386897563934326,-0.40682488679885864
MATCH_250K_HIRES,1231,log_life_lt_4,4.0,16,0.2196529060602188,0.30828985571861267,-0.08869840204715729
MATCH_250K_HIRES,1231,log_life_lt_5,5.0,138,0.03833310678601265,0.11286281794309616,-0.010929022915661335
MATCH_250K_HIRES,1231,log_life_lt_6,6.0,284,0.028200475499033928,0.0863957405090332,-0.0063802096992731094
MATCH_250K_HIRES,1634,all,all,679,0.020508790388703346,0.0501280352473259,-0.004916258621960878
MATCH_250K_HIRES,1634,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1634,log_life_lt_3,3.0,5,0.1649922877550125,0.20650319755077362,-0.1649922877550125
MATCH_250K_HIRES,1634,log_life_lt_4,4.0,18,0.15575827658176422,0.21714654564857483,-0.06043322756886482
MATCH_250K_HIRES,1634,log_life_lt_5,5.0,130,0.03768690675497055,0.08484068512916565,-0.021568244323134422
MATCH_250K_HIRES,1634,log_life_lt_6,6.0,264,0.027200251817703247,0.06562700122594833,-0.01289923395961523
MATCH_250K_HIRES,3936,all,all,679,0.018139934167265892,0.05389159917831421,-0.0018376903608441353
MATCH_250K_HIRES,3936,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3936,log_life_lt_3,3.0,5,0.24676299095153809,0.33100655674934387,-0.13711467385292053
MATCH_250K_HIRES,3936,log_life_lt_4,4.0,11,0.1694490760564804,0.24316854774951935,-0.058592621237039566
MATCH_250K_HIRES,3936,log_life_lt_5,5.0,73,0.046402912586927414,0.10290614515542984,-0.01246993150562048
MATCH_250K_HIRES,3936,log_life_lt_6,6.0,243,0.024782072752714157,0.07086452096700668,-0.00641546119004488
MATCH_250K_HIRES,1210,all,all,679,0.01818772964179516,0.04298607259988785,-0.0011495697544887662
MATCH_250K_HIRES,1210,log_life_lt_2,2.0,2,0.18726491928100586,0.1912021040916443,0.18726491928100586
MATCH_250K_HIRES,1210,log_life_lt_3,3.0,4,0.1848931908607483,0.204710453748703,0.034597694873809814
MATCH_250K_HIRES,1210,log_life_lt_4,4.0,12,0.14545203745365143,0.16877010464668274,0.09535354375839233
MATCH_250K_HIRES,1210,log_life_lt_5,5.0,92,0.036085665225982666,0.07440207153558731,0.015557928942143917
MATCH_250K_HIRES,1210,log_life_lt_6,6.0,248,0.025300953537225723,0.05924038216471672,0.0026488141156733036
MATCH_250K_HIRES,3268,all,all,679,0.02370159886777401,0.05692410469055176,-0.01429104432463646
MATCH_250K_HIRES,3268,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3268,log_life_lt_3,3.0,3,0.24568724632263184,0.3026900589466095,-0.24568724632263184
MATCH_250K_HIRES,3268,log_life_lt_4,4.0,8,0.2458823323249817,0.3185940086841583,-0.1242910623550415
MATCH_250K_HIRES,3268,log_life_lt_5,5.0,28,0.12165587395429611,0.18642181158065796,-0.053803086280822754
MATCH_250K_HIRES,3268,log_life_lt_6,6.0,204,0.038317639380693436,0.0816342681646347,-0.02652674727141857
MATCH_250K_HIRES,1934,all,all,679,0.02091212198138237,0.05201835185289383,-0.00567446555942297
MATCH_250K_HIRES,1934,log_life_lt_2,2.0,1,0.32380998134613037,0.32380998134613037,-0.32380998134613037
MATCH_250K_HIRES,1934,log_life_lt_3,3.0,4,0.3273896872997284,0.37553954124450684,-0.094031423330307
MATCH_250K_HIRES,1934,log_life_lt_4,4.0,16,0.17523890733718872,0.2243771255016327,0.026116393506526947
MATCH_250K_HIRES,1934,log_life_lt_5,5.0,135,0.03693727031350136,0.08391328155994415,-0.0015316088683903217
MATCH_250K_HIRES,1934,log_life_lt_6,6.0,270,0.028145043179392815,0.06815394014120102,-0.006527039222419262
MATCH_250K_HIRES,553,all,all,679,0.018010534346103668,0.045889776200056076,-0.003459866624325514
MATCH_250K_HIRES,553,log_life_lt_2,2.0,1,0.37406039237976074,0.37406039237976074,0.37406039237976074
MATCH_250K_HIRES,553,log_life_lt_3,3.0,3,0.2555829584598541,0.2864604890346527,-0.006209373474121094
MATCH_250K_HIRES,553,log_life_lt_4,4.0,10,0.15637442469596863,0.1950349658727646,-0.021027350798249245
MATCH_250K_HIRES,553,log_life_lt_5,5.0,77,0.0506347119808197,0.09623482823371887,-0.0028669617604464293
MATCH_250K_HIRES,553,log_life_lt_6,6.0,248,0.026930341497063637,0.06716898828744888,-0.0004962586681358516
MATCH_250K_HIRES,491,all,all,679,0.018942510709166527,0.050050925463438034,-0.0011697334703058004
MATCH_250K_HIRES,491,log_life_lt_2,2.0,3,0.08600187301635742,0.11441165208816528,0.08504557609558105
MATCH_250K_HIRES,491,log_life_lt_3,3.0,4,0.09728807210922241,0.11881659179925919,0.09657084941864014
MATCH_250K_HIRES,491,log_life_lt_4,4.0,13,0.10403044521808624,0.12508103251457214,0.05173316225409508
MATCH_250K_HIRES,491,log_life_lt_5,5.0,112,0.0317777581512928,0.058146532624959946,-4.816480941371992e-05
MATCH_250K_HIRES,491,log_life_lt_6,6.0,265,0.023105064406991005,0.04586368426680565,-0.0002980844001285732
MATCH_250K_HIRES,2962,all,all,679,0.022089213132858276,0.05537157133221626,-0.00870485883206129
MATCH_250K_HIRES,2962,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2962,log_life_lt_3,3.0,4,0.2019938826560974,0.21867702901363373,-0.2019938826560974
MATCH_250K_HIRES,2962,log_life_lt_4,4.0,9,0.22918806970119476,0.28696900606155396,-0.05854786932468414
MATCH_250K_HIRES,2962,log_life_lt_5,5.0,76,0.04992580786347389,0.11155024915933609,-0.015414203517138958
MATCH_250K_HIRES,2962,log_life_lt_6,6.0,251,0.0298798605799675,0.07259520143270493,-0.014717541635036469
MATCH_250K_HIRES,2329,all,all,679,0.017832431942224503,0.04999870806932449,9.65835788520053e-05
MATCH_250K_HIRES,2329,log_life_lt_2,2.0,1,0.09057056903839111,0.09057056903839111,0.09057056903839111
MATCH_250K_HIRES,2329,log_life_lt_3,3.0,4,0.117063969373703,0.14068995416164398,0.04925832152366638
MATCH_250K_HIRES,2329,log_life_lt_4,4.0,13,0.09830927103757858,0.11382723599672318,0.030872024595737457
MATCH_250K_HIRES,2329,log_life_lt_5,5.0,132,0.031166329979896545,0.0888918936252594,0.0029509456362575293
MATCH_250K_HIRES,2329,log_life_lt_6,6.0,267,0.023718053475022316,0.06885524839162827,0.004860559478402138
MATCH_250K_HIRES,2195,all,all,679,0.021371807903051376,0.046199921518564224,-0.007499414030462503
MATCH_250K_HIRES,2195,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2195,log_life_lt_3,3.0,5,0.2483987808227539,0.3225882351398468,-0.10851631313562393
MATCH_250K_HIRES,2195,log_life_lt_4,4.0,11,0.15360331535339355,0.2330956608057022,-0.08554248511791229
MATCH_250K_HIRES,2195,log_life_lt_5,5.0,51,0.06948546320199966,0.12956036627292633,-0.007844321429729462
MATCH_250K_HIRES,2195,log_life_lt_6,6.0,219,0.0323055125772953,0.0683150589466095,-0.0141521617770195
MATCH_250K_HIRES,3064,all,all,679,0.020262712612748146,0.052514731884002686,-0.004326906520873308
MATCH_250K_HIRES,3064,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3064,log_life_lt_3,3.0,2,0.4510917663574219,0.4512537717819214,-0.4510917663574219
MATCH_250K_HIRES,3064,log_life_lt_4,4.0,5,0.36786723136901855,0.3800163269042969,-0.36786723136901855
MATCH_250K_HIRES,3064,log_life_lt_5,5.0,21,0.13460370898246765,0.20257484912872314,-0.07493140548467636
MATCH_250K_HIRES,3064,log_life_lt_6,6.0,197,0.029718345031142235,0.0773477703332901,-0.01549174077808857
MATCH_250K_HIRES,657,all,all,679,0.01766653172671795,0.03715861216187477,-0.002663964871317148
MATCH_250K_HIRES,657,log_life_lt_2,2.0,1,0.09146618843078613,0.09146618843078613,0.09146618843078613
MATCH_250K_HIRES,657,log_life_lt_3,3.0,4,0.11084991693496704,0.11698959767818451,0.11084991693496704
MATCH_250K_HIRES,657,log_life_lt_4,4.0,6,0.08786670118570328,0.09882255643606186,0.08786670118570328
MATCH_250K_HIRES,657,log_life_lt_5,5.0,47,0.04528874531388283,0.07045276463031769,-0.010318542830646038
MATCH_250K_HIRES,657,log_life_lt_6,6.0,238,0.025608688592910767,0.050446249544620514,-0.009240968152880669
MATCH_250K_HIRES,2374,all,all,679,0.017531728371977806,0.0441102609038353,-0.00429408997297287
MATCH_250K_HIRES,2374,log_life_lt_2,2.0,2,0.009675979614257812,0.012489118613302708,0.00789642333984375
MATCH_250K_HIRES,2374,log_life_lt_3,3.0,4,0.06430113315582275,0.08467690646648407,0.06341135501861572
MATCH_250K_HIRES,2374,log_life_lt_4,4.0,11,0.08450274169445038,0.09749162942171097,0.05075151100754738
MATCH_250K_HIRES,2374,log_life_lt_5,5.0,121,0.023983044549822807,0.045062337070703506,-0.00033009349135681987
MATCH_250K_HIRES,2374,log_life_lt_6,6.0,277,0.019776729866862297,0.04304125905036926,-0.0024867660831660032
MATCH_250K_HIRES,2225,all,all,679,0.023365963250398636,0.058978788554668427,-0.010499591939151287
MATCH_250K_HIRES,2225,log_life_lt_2,2.0,1,0.46475672721862793,0.46475672721862793,-0.46475672721862793
MATCH_250K_HIRES,2225,log_life_lt_3,3.0,4,0.3894498348236084,0.40751707553863525,-0.3894498348236084
MATCH_250K_HIRES,2225,log_life_lt_4,4.0,11,0.2429325133562088,0.28363555669784546,-0.10277953743934631
MATCH_250K_HIRES,2225,log_life_lt_5,5.0,88,0.05654344707727432,0.11236539483070374,-0.0237681083381176
MATCH_250K_HIRES,2225,log_life_lt_6,6.0,254,0.03768261894583702,0.08524049073457718,-0.02221764251589775
MATCH_250K_HIRES,4264,all,all,679,0.019008763134479523,0.05440283194184303,-0.0019637481309473515
MATCH_250K_HIRES,4264,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4264,log_life_lt_3,3.0,3,0.26902905106544495,0.2742880582809448,-0.26902905106544495
MATCH_250K_HIRES,4264,log_life_lt_4,4.0,6,0.24670402705669403,0.2678845226764679,-0.16024534404277802
MATCH_250K_HIRES,4264,log_life_lt_5,5.0,74,0.05567067861557007,0.12593840062618256,-0.009769768454134464
MATCH_250K_HIRES,4264,log_life_lt_6,6.0,246,0.025909176096320152,0.07417282462120056,-0.007664707489311695
MATCH_250K_HIRES,1170,all,all,679,0.02004021592438221,0.046561650931835175,-0.007400817703455687
MATCH_250K_HIRES,1170,log_life_lt_2,2.0,1,0.22521555423736572,0.22521555423736572,-0.22521555423736572
MATCH_250K_HIRES,1170,log_life_lt_3,3.0,4,0.15904369950294495,0.17844629287719727,-0.15904369950294495
MATCH_250K_HIRES,1170,log_life_lt_4,4.0,13,0.11479468643665314,0.13485604524612427,-0.07335475087165833
MATCH_250K_HIRES,1170,log_life_lt_5,5.0,113,0.03513436019420624,0.06959666311740875,-0.013929572887718678
MATCH_250K_HIRES,1170,log_life_lt_6,6.0,273,0.02517109178006649,0.054976776242256165,-0.007003403268754482
MATCH_250K_HIRES,132,all,all,679,0.023996839299798012,0.06103334203362465,-0.006461768411099911
MATCH_250K_HIRES,132,log_life_lt_2,2.0,2,0.4147130846977234,0.4163345992565155,0.4147130846977234
MATCH_250K_HIRES,132,log_life_lt_3,3.0,4,0.3662480413913727,0.3734704554080963,0.3662480413913727
MATCH_250K_HIRES,132,log_life_lt_4,4.0,7,0.2998082935810089,0.31581705808639526,0.2998082935810089
MATCH_250K_HIRES,132,log_life_lt_5,5.0,78,0.06868498027324677,0.12455526739358902,0.01872539147734642
MATCH_250K_HIRES,132,log_life_lt_6,6.0,247,0.03498947620391846,0.07786644995212555,0.0001506945409346372
MATCH_250K_HIRES,471,all,all,679,0.02029084973037243,0.056657105684280396,0.0008879055385477841
MATCH_250K_HIRES,471,log_life_lt_2,2.0,3,0.5151455402374268,0.5152227878570557,0.5151455402374268
MATCH_250K_HIRES,471,log_life_lt_3,3.0,4,0.5156075954437256,0.5156660676002502,0.5156075954437256
MATCH_250K_HIRES,471,log_life_lt_4,4.0,19,0.20026575028896332,0.2732773721218109,0.13079293072223663
MATCH_250K_HIRES,471,log_life_lt_5,5.0,137,0.036490000784397125,0.10299015045166016,0.012749040499329567
MATCH_250K_HIRES,471,log_life_lt_6,6.0,282,0.02459830418229103,0.074432373046875,0.006706248968839645
MATCH_250K_HIRES,3225,all,all,679,0.02264699898660183,0.05424335598945618,-0.0018049986101686954
MATCH_250K_HIRES,3225,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3225,log_life_lt_3,3.0,3,0.397662490606308,0.4007750451564789,-0.397662490606308
MATCH_250K_HIRES,3225,log_life_lt_4,4.0,12,0.19266222417354584,0.24088138341903687,-0.12856525182724
MATCH_250K_HIRES,3225,log_life_lt_5,5.0,98,0.05853604897856712,0.12256741523742676,-0.023582162335515022
MATCH_250K_HIRES,3225,log_life_lt_6,6.0,251,0.03254716098308563,0.08072613179683685,-0.011264251545071602
MATCH_250K_HIRES,1405,all,all,679,0.01912374421954155,0.04421357437968254,-0.010670222342014313
MATCH_250K_HIRES,1405,log_life_lt_2,2.0,2,0.1719980239868164,0.17260661721229553,0.1719980239868164
MATCH_250K_HIRES,1405,log_life_lt_3,3.0,4,0.1694704294204712,0.17100244760513306,0.1694704294204712
MATCH_250K_HIRES,1405,log_life_lt_4,4.0,10,0.128988578915596,0.16131159663200378,0.009301352314651012
MATCH_250K_HIRES,1405,log_life_lt_5,5.0,104,0.029688289389014244,0.05793298780918121,-0.013598308898508549
MATCH_250K_HIRES,1405,log_life_lt_6,6.0,251,0.025825519114732742,0.055153753608465195,-0.01282211672514677
MATCH_250K_HIRES,2876,all,all,679,0.0173605065792799,0.04455750435590744,-0.004523297306150198
MATCH_250K_HIRES,2876,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2876,log_life_lt_3,3.0,3,0.055249929428100586,0.06627164036035538,-0.055249929428100586
MATCH_250K_HIRES,2876,log_life_lt_4,4.0,5,0.07175903022289276,0.08252502232789993,-0.019754886627197266
MATCH_250K_HIRES,2876,log_life_lt_5,5.0,40,0.06446988135576248,0.12223947793245316,0.007611387874931097
MATCH_250K_HIRES,2876,log_life_lt_6,6.0,227,0.022514594718813896,0.05760319158434868,-0.0042548589408397675
